id,latitude,longitude
0,32.52581779877096,-117.04461741165076
1,32.44282324387537,-117.04305864431218
2,32.547438086510645,-116.92675603517584
3,32.492314044278544,-116.8757253290571
4,32.47731682282722,-116.84625841408256
5,32.47322435184546,-116.84809668226904
6,32.517301176271225,-116.86393892226457
7,32.44648030298118,-116.93300309592614
8,32.44986524118187,-116.9125067702738
9,32.4729687101526,-116.86507581106036
10,32.5236461785607,-117.04505517085543
11,32.51604096543705,-117.07079512328086
12,32.53411985254513,-117.09784925757444
13,32.54877278189825,-116.88645928465644
14,32.51516518342964,-116.87618942567826
15,32.551909914165265,-116.8966657969857
16,32.507935043773585,-117.0072821556602
17,32.54231724997127,-116.88820274564814
18,32.4952961525564,-116.9615621159449
19,32.46128909208743,-116.83741919294708
20,32.44131845802128,-117.04340257155832
21,32.52136455001301,-116.90377860000147
22,32.45602870418264,-117.04146847021674
23,32.52041726937013,-117.0894967743206
24,32.48649036966377,-117.06604040104764
25,32.491797012072624,-116.86154225155612
26,32.467776450000514,-116.84980469999984
27,32.48728547432752,-116.81239146436472
28,19.44135969696708,-99.14107642575296
29,32.499119223182056,-116.85784874032656
30,32.53662084094379,-116.87271242761672
31,19.314676500001035,-99.5932926500002
32,32.474083670055094,-116.86521677250988
33,32.536157645692484,-117.0591254540099
34,32.503463382094004,-116.98586269631124
35,19.05023198078811,-98.2182356408278
36,32.52427231708687,-116.86555004872348
37,32.42514224291828,-116.94534169262428
38,32.54502361491488,-116.93522167429713
39,32.498700024302934,-116.98630719984824
40,32.53499907162988,-117.0021232325046
41,32.49588319620813,-116.98227752160088
42,32.51446296672111,-117.1207220166134
43,32.46107373969034,-116.86572570071164
44,32.4409523669644,-117.03132272832222
45,25.75087288277312,-100.35730696220844
46,32.54026133633193,-116.92596335542854
47,32.50747046781438,-116.97248470243782
48,32.5170134558654,-116.9792840702493
49,32.47536142868076,-116.80757234827864
50,32.51801987890621,-116.90272757670678
51,20.61660675182748,-100.41462456535996
52,19.405472367196783,-99.1472903186454
53,32.48811038744994,-116.8306296385519
54,32.546484159682066,-116.89277521657456
55,25.692332948370908,-100.26235000509246
56,32.51223329132082,-116.88948733999376
57,32.48686878415342,-117.02858123432183
58,32.50474945495563,-117.08372711578426
59,32.525824510588954,-116.94740349609832
60,32.511182287887834,-116.9225328502921
61,32.46957986098011,-116.84442807486109
62,32.54384356569704,-116.92501287540226
63,32.517757480153726,-117.08643265399736
64,32.468024113696785,-116.87810144150514
65,19.45503874069305,-99.16255855523342
66,32.53028927897402,-116.97942886198078
67,32.5309052943968,-117.0307272050903
68,32.51915304042723,-117.1097474775973
69,32.48360370747829,-117.04029105251036
70,32.463969250002386,-117.00878130000012
71,32.49415970000625,-116.96840994999975
72,32.46579423269442,-116.89615222787631
73,32.51833660831111,-117.02604862203556
74,32.54133731861895,-116.92840925160512
75,32.5091451242241,-116.95151750562148
76,32.54293141564001,-116.92393130351122
77,32.48411909368963,-116.852794434784
78,32.474628947907874,-116.93188815373776
79,32.53498059047658,-117.04390768963628
80,32.42987256020367,-116.95528239072632
81,32.512577919258185,-117.09778962641307
82,32.485693043492084,-116.87866103840793
83,32.47203476240687,-116.86640259033344
84,32.49293284408814,-116.85622388822006
85,32.42283423058101,-116.96853664602314
86,32.54416396882052,-116.92563969351224
87,32.49338943394732,-116.83560531820524
88,32.476506052712054,-116.81473935521132
89,19.45115652492733,-99.16288996244658
90,32.522342517131584,-116.86211293118576
91,32.47008491127085,-116.9414817502046
92,32.51585232286952,-116.89606403230307
93,32.4977260227873,-116.9697817164344
94,32.4767163360402,-117.0277419160346
95,32.51455720988887,-116.88048258014216
96,32.47110073259886,-117.014113403392
97,32.476540135213,-116.8705145711888
98,19.41955046154725,-99.139638657743
99,32.53637522383484,-117.05700490300116
