id,latitude,longitude
bd344804-048c-4aee-a3b8-08e0ab6f1f43,38.70228060009583,-9.218758374043373
4143b433-39c6-4acb-8d03-aa2aa0eacd25,38.70817153285702,-9.216848551367214
d6157173-104e-4278-8451-b0b41591a3b9,38.70456709466689,-9.193007270695144
a1c89bae-c6e9-42f4-8724-ce396ff886aa,38.711589399999994,-9.205216900000002
a517537a-c461-4037-9733-6158af9d8dab,38.69985953881687,-9.203862280032805
2d8c753e-bd1b-4049-a197-e00f5eac4283,38.700593125369714,-9.192520978028336
c825b926-29d9-4e75-bc01-025cc29d7480,38.69967931153941,-9.204339090958138
973d1440-5cf7-4fc4-9239-39f8cef6423c,38.701531771327474,-9.184524142133366
693f448e-2572-45a6-bc0d-0fd89a83bf80,38.70347083951037,-9.195821982899199
14bd130d-dad5-4a3e-aa9c-5c23383768a5,38.6969237,-9.211881749999998
7256abd8-1c13-43f4-be85-558242e5a734,38.7074869100062,-9.199337824875423
4970e136-98a5-4396-9459-ced656ba2f64,38.70225806652076,-9.202934085682678
43fbab77-4fb4-48a6-81cb-558674da827c,38.70118824880234,-9.1821575832122
f0b3fc76-8f17-49c0-9278-e826a91828b3,38.7089281,-9.1981521
4c076705-c911-4b47-a98c-6b1aa1136d48,38.70351655015709,-9.221329882276633
941bc555-cb2b-42fc-8580-de35463ada4f,38.70138595,-9.190293099999998
5f6d81b9-f4d1-4787-b208-cf799fb1b7a4,38.70650061259646,-9.177401315969414
5cb61bf7-2e31-497a-87d6-80d806b50e9b,38.69818218774425,-9.182431032917693
80ca62ce-79cc-4572-bbf4-b1a3bfd1e1c9,38.7106324334064,-9.193018672634086
79dc847c-29a6-4399-8641-a61119f04f7b,38.705321557652844,-9.199410624516837
f73e6ae9-d29f-4c94-b59d-22cd78a40582,38.69516974158117,-9.215676239519846
d5a23854-3744-42f0-8e86-3fb250fee0cc,38.71134072530601,-9.19281859517726
b3ed4eaf-f24d-460c-896f-f25699b579b9,38.7010836843139,-9.184390419027066
09a4a3d8-b99b-4c12-976d-89e38c147218,38.71065361483181,-9.202485950246741
d2ab3796-6006-401a-85f2-71ce5bfbf256,38.70672344798595,-9.177285613214433
755dae0e-7d2b-4f49-afa1-029e63d2fd88,38.71262746430915,-9.209763086465093
fe3d566a-c481-4c58-a7e2-9dc25229c63e,38.701890549999995,-9.184419249999998
1c3f406f-afe4-4a46-822f-a0f74bb1745b,38.706415166664804,-9.210525584644921
ea15e707-517c-469b-95a3-5e9b62915ecb,38.698448299999995,-9.18166275
22e64ee6-6d93-48ee-a663-b7611e2abad3,38.70826510272556,-9.199739625626224
e9c2d4a9-2af8-4e58-a936-f9570ee6df7a,38.69787638016287,-9.203288560195878
abdf6a4e-e66f-4bba-838e-1b3f86e5071e,38.69630168058337,-9.216156622125709
07f9ff39-b08d-48ed-b431-ac084c18d1c4,38.698476410509215,-9.18896256226249
0996f2be-39f4-4fea-9e6b-ef4d2cfdd28c,38.70552645818461,-9.183654860653336
9a0a9cc9-6c27-4963-aa45-782e5c9fe6fe,38.719854016705845,-9.179060244611168
20448c57-b1bd-47cd-b71d-2973e7987f36,38.715858564411754,-9.217179300773623
40b760bc-bf54-455b-b901-fd6bdecacca4,38.70782267111994,-9.185462035012534
4ee68587-257e-4c82-9612-6d708aee9820,38.711244659350044,-9.205847432849055
6760b5c6-2dd1-4687-ae4d-410edf19238d,38.70553412904314,-9.216838215115466
ee3e7840-3482-4bf8-81ab-93d95fd99d3a,38.7048944221133,-9.181007505719537
62af48db-0282-416d-81ab-cdac5d2eeeff,38.70240364086399,-9.191032721292261
51f7fea0-2a03-4cb4-a6d6-9a310dbef224,38.71259910539149,-9.206171612829666
d89aa070-666b-48e5-8a94-b44c8713b901,38.697373167556094,-9.217071700215298
9c1e0d67-1319-442d-af19-78a72e7a4659,38.708023305683625,-9.199305996102277
100d1543-51a5-49d3-b024-9c6fdefab86b,38.70493435,-9.192404300000002
b480b497-8d88-4086-a0aa-4e0d5975c6df,38.69695171022055,-9.224099582482001
32b540ce-3ec9-4c38-bedd-7a1276fd2dc1,38.70818392409802,-9.17489315006398
