ID,latitude,longitude
31731527_28_0.jpg,38.71884761,-9.138511067
31731527_28_1.jpg,38.71884761,-9.138511067
31731527_28_2.jpg,38.71884761,-9.138511067
97678477_51_0.jpg,10.91363428,-74.79356081
97678477_51_1.jpg,10.91363428,-74.79356081
31731724_34_0.jpg,38.7179654,-9.13853205
31731529_30_1.jpg,6.240925704,-75.59807465
31731529_30_2.jpg,6.240925704,-75.59807465
337101178_837_1.jpg,38.699554,-9.1298205
337101179_838_2.jpg,10.50492944,-66.87588384
99796425_89_0.jpg,38.72264,-9.12951205
99796425_89_1.jpg,38.72264,-9.12951205
97680521_61_0.jpg,-12.93324169,-38.44994724
97680521_61_1.jpg,-12.93324169,-38.44994724
97680521_61_2.jpg,-12.93324169,-38.44994724
